usage_id,customer_id,usage_date,data_used_gb,call_minutes,network_type
13170,246,2022-11-11 00:00:00,0.78,12,4G
13171,289,2022-06-26 00:00:00,1.45,136,5G
13172,414,2022-08-16 00:00:00,3.97,172,4G
13173,209,2023-12-04 00:00:00,2.35,229,5G
13174,126,2023-11-03 00:00:00,0.29,197,5G
13175,235,2022-09-24 00:00:00,2.47,242,5G
13176,416,2024-05-19 00:00:00,0.52,42,4G
13177,426,2024-04-17 00:00:00,1.78,278,4G
13178,499,2023-01-14 00:00:00,1.88,78,5G
13179,462,2023-05-04 00:00:00,5.22,278,5G
13180,122,2023-12-03 00:00:00,1.55,231,4G
13181,138,2023-11-18 00:00:00,0.82,100,4G
13182,495,2022-10-17 00:00:00,0.66,161,4G
13183,115,2022-12-23 00:00:00,5.18,143,5G
13184,420,2023-10-19 00:00:00,0.47,108,4G
13185,162,2024-01-14 00:00:00,1.39,232,4G
13186,201,2024-05-21 00:00:00,0.52,110,4G
13187,234,2022-07-23 00:00:00,3.71,231,4G
13188,28,2022-08-01 00:00:00,1.61,237,5G
13189,11,2023-07-06 00:00:00,1.08,196,4G
13190,206,2024-02-26 00:00:00,1.12,272,4G
13191,167,2022-11-19 00:00:00,4.78,85,4G
13192,247,2023-08-17 00:00:00,2.02,294,4G
13193,47,2022-06-30 00:00:00,3.16,40,4G
13194,246,2023-05-14 00:00:00,5.68,47,4G
13195,127,2022-11-16 00:00:00,5.8,76,4G
13196,147,2022-03-24 00:00:00,1,177,5G
13197,118,2022-10-30 00:00:00,7.62,256,4G
13198,399,2022-09-19 00:00:00,0.06,116,5G
13199,382,2024-02-23 00:00:00,1.18,18,4G
13200,412,2022-07-19 00:00:00,5.65,58,4G
13201,152,2022-08-28 00:00:00,0.8,195,4G
13202,72,2023-11-23 00:00:00,0.8,106,4G
13203,363,2023-11-14 00:00:00,0.9,283,4G
13204,137,2022-10-22 00:00:00,2.37,33,4G
13205,175,2023-05-27 00:00:00,1.44,294,4G
13206,289,2023-11-20 00:00:00,3.24,250,4G
13207,446,2024-05-30 00:00:00,5.63,125,4G
13208,481,2023-01-31 00:00:00,2.8,105,4G
13209,19,2024-01-19 00:00:00,0.57,179,4G
13210,195,2022-05-18 00:00:00,6.75,109,5G
13211,330,2024-04-18 00:00:00,0.77,227,4G
13212,424,2024-05-27 00:00:00,0.41,120,5G
13213,175,2024-04-02 00:00:00,0.24,106,4G
13214,490,2022-05-09 00:00:00,2.07,130,5G
13215,449,2022-02-18 00:00:00,0.3,22,4G
13216,413,2023-11-07 00:00:00,0.37,144,5G
13217,434,2024-02-28 00:00:00,0.89,153,4G
13218,354,2022-10-20 00:00:00,0.83,106,4G
13219,499,2023-09-20 00:00:00,2.32,145,4G
13220,141,2023-06-20 00:00:00,4.24,251,4G
13221,246,2022-11-07 00:00:00,3.58,69,5G
13222,385,2023-06-21 00:00:00,0.76,30,4G
13223,418,2023-10-01 00:00:00,0.7,92,4G
13224,93,2022-08-22 00:00:00,8.44,136,4G
13225,432,2022-07-28 00:00:00,0.02,162,4G
13226,239,2023-08-28 00:00:00,5.29,80,4G
13227,205,2022-04-04 00:00:00,0.56,75,4G
13228,48,2022-11-23 00:00:00,7.36,62,4G
13229,433,2022-08-13 00:00:00,1.05,99,4G
13230,245,2024-06-08 00:00:00,1.45,47,4G
13231,320,2024-03-02 00:00:00,3.07,73,4G
13232,317,2022-01-11 00:00:00,2.21,191,4G
13233,413,2022-11-25 00:00:00,0.96,29,4G
13234,295,2022-01-12 00:00:00,2.02,156,4G
13235,128,2022-02-04 00:00:00,3.28,265,5G
13236,344,2023-03-23 00:00:00,0.11,255,5G
13237,282,2023-03-28 00:00:00,0.03,38,5G
13238,17,2024-01-10 00:00:00,1.53,54,4G
13239,71,2022-08-08 00:00:00,0.35,27,5G
13240,269,2023-03-17 00:00:00,2.73,117,4G
13241,325,2023-10-15 00:00:00,0.6,208,4G
13242,282,2023-06-19 00:00:00,1.42,74,4G
13243,305,2023-08-18 00:00:00,0.55,64,5G
13244,451,2022-08-17 00:00:00,1.99,99,5G
13245,7,2022-12-10 00:00:00,0.31,45,4G
13246,314,2022-03-21 00:00:00,0.06,155,4G
13247,305,2022-12-19 00:00:00,0.13,239,4G
13248,103,2023-01-31 00:00:00,7.71,258,5G
13249,309,2022-10-17 00:00:00,0.38,135,5G
13250,193,2023-03-31 00:00:00,3.08,197,4G
13251,241,2024-04-22 00:00:00,0.18,186,4G
13252,62,2023-11-02 00:00:00,0.29,115,4G
13253,17,2022-05-08 00:00:00,1.78,57,5G
13254,171,2023-12-03 00:00:00,1.56,69,5G
13255,25,2023-06-27 00:00:00,7.57,92,4G
13256,251,2024-06-16 00:00:00,7.24,228,4G
13257,253,2022-12-25 00:00:00,3.78,136,5G
13258,387,2023-06-11 00:00:00,2.3,104,4G
13259,207,2022-11-09 00:00:00,1.52,16,5G
13260,29,2022-03-16 00:00:00,1.1,53,4G
13261,117,2023-06-30 00:00:00,7.35,111,5G
13262,491,2024-05-20 00:00:00,2.31,171,5G
13263,416,2022-07-15 00:00:00,2.16,143,4G
13264,282,2024-04-22 00:00:00,0.66,84,5G
13265,380,2022-01-29 00:00:00,0.12,11,4G
13266,144,2023-12-07 00:00:00,7.26,251,5G
13267,25,2022-01-16 00:00:00,0.94,215,5G
13268,310,2023-02-27 00:00:00,1.46,125,4G
13269,156,2023-08-12 00:00:00,0.3,97,4G
13270,73,2024-03-15 00:00:00,4.53,27,4G
13271,120,2023-08-16 00:00:00,0.07,265,5G
13272,312,2023-02-09 00:00:00,4.49,51,5G
13273,321,2023-09-28 00:00:00,0.38,142,4G
13274,93,2023-06-15 00:00:00,5.44,131,5G
13275,86,2023-09-06 00:00:00,3.27,206,4G
13276,336,2022-03-18 00:00:00,0.45,61,4G
13277,425,2022-08-17 00:00:00,2.09,131,4G
13278,499,2022-10-24 00:00:00,0.94,40,4G
13279,364,2023-05-25 00:00:00,0.49,200,4G
13280,435,2023-12-16 00:00:00,4.9,98,4G
13281,118,2023-07-27 00:00:00,1.29,283,4G
13282,233,2023-06-22 00:00:00,1.27,46,5G
13283,199,2023-08-06 00:00:00,0.47,136,4G
13284,206,2023-09-07 00:00:00,1.21,129,4G
13285,413,2022-11-22 00:00:00,5.13,194,4G
13286,339,2022-12-29 00:00:00,1.13,116,5G
13287,147,2023-10-31 00:00:00,7.57,68,5G
13288,450,2024-05-24 00:00:00,7.31,27,5G
13289,425,2022-12-25 00:00:00,0.39,13,5G
13290,429,2023-12-07 00:00:00,0.49,45,4G
13291,271,2024-02-26 00:00:00,4.96,15,4G
13292,387,2022-11-20 00:00:00,1.25,208,5G
13293,139,2023-11-29 00:00:00,0.01,157,5G
13294,181,2022-11-22 00:00:00,0.8,226,4G
13295,430,2023-09-17 00:00:00,2.28,240,5G
13296,30,2024-04-04 00:00:00,4.01,57,5G
13297,57,2022-06-14 00:00:00,0.36,129,5G
13298,232,2023-07-27 00:00:00,0.29,216,5G
13299,146,2023-08-27 00:00:00,6.38,13,4G
13300,435,2024-03-08 00:00:00,3.48,242,4G
13301,384,2023-03-31 00:00:00,2.23,144,4G
13302,48,2022-06-02 00:00:00,3.67,102,4G
13303,194,2024-01-07 00:00:00,1.4,216,5G
13304,224,2022-05-07 00:00:00,3.55,63,4G
13305,136,2022-07-12 00:00:00,1.16,157,4G
13306,22,2023-09-19 00:00:00,0.7,161,4G
13307,6,2024-02-13 00:00:00,3.26,17,5G
13308,204,2023-06-14 00:00:00,1.36,215,4G
13309,239,2022-01-10 00:00:00,9.96,48,4G
13310,185,2022-04-02 00:00:00,1.07,55,4G
13311,360,2022-05-19 00:00:00,6.37,57,4G
13312,292,2023-04-26 00:00:00,6.76,154,5G
13313,335,2023-03-25 00:00:00,0.69,54,5G
13314,220,2022-11-29 00:00:00,4,18,4G
13315,116,2024-05-18 00:00:00,1.42,150,5G
13316,313,2022-12-06 00:00:00,6.24,107,4G
13317,49,2022-02-21 00:00:00,1.5,46,5G
13318,173,2023-12-08 00:00:00,3.41,206,4G
13319,82,2023-04-11 00:00:00,1.57,127,5G
13320,322,2023-12-19 00:00:00,0.65,184,4G
13321,333,2024-03-09 00:00:00,0.56,57,4G
13322,45,2023-04-20 00:00:00,1.39,142,4G
13323,335,2023-02-05 00:00:00,3.52,96,4G
13324,20,2023-03-15 00:00:00,2.32,46,5G
13325,448,2024-05-27 00:00:00,2.92,190,4G
13326,221,2023-08-28 00:00:00,0.83,139,4G
13327,123,2024-03-31 00:00:00,1.64,102,5G
13328,234,2023-10-19 00:00:00,0.11,230,4G
13329,221,2023-08-21 00:00:00,4.25,48,5G
13330,323,2023-05-24 00:00:00,11.49,111,4G
13331,339,2022-06-02 00:00:00,1.31,86,4G
13332,3,2023-05-29 00:00:00,0.03,281,5G
13333,182,2023-05-18 00:00:00,0.47,251,4G
13334,206,2024-05-03 00:00:00,2.64,73,4G
13335,320,2024-02-11 00:00:00,2.37,46,5G
13336,40,2023-11-07 00:00:00,3.88,75,4G
13337,59,2022-01-06 00:00:00,0.73,95,5G
13338,439,2023-05-15 00:00:00,3.61,30,5G
13339,62,2023-10-23 00:00:00,2.91,21,4G
13340,132,2023-12-18 00:00:00,0.97,16,5G
13341,60,2022-04-28 00:00:00,1.97,211,4G
13342,372,2023-04-30 00:00:00,0.4,147,4G
13343,331,2023-08-24 00:00:00,1.51,234,5G
13344,122,2023-10-28 00:00:00,5.33,86,5G
13345,479,2023-11-10 00:00:00,1.37,37,5G
13346,107,2023-04-13 00:00:00,4.57,52,5G
13347,96,2022-06-10 00:00:00,2.23,27,4G
13348,347,2022-09-27 00:00:00,0.53,76,4G
13349,414,2022-02-25 00:00:00,2.18,199,4G
13350,235,2022-08-16 00:00:00,1.76,172,4G
13351,386,2024-04-28 00:00:00,1.27,273,4G
13352,62,2022-05-29 00:00:00,0.32,49,5G
13353,256,2022-02-15 00:00:00,1.35,176,4G
13354,49,2022-05-24 00:00:00,0.19,226,5G
13355,393,2024-01-20 00:00:00,0.26,126,5G
13356,348,2024-02-23 00:00:00,1.34,20,4G
13357,159,2023-09-24 00:00:00,0.91,198,4G
13358,124,2022-12-06 00:00:00,6.49,188,4G
13359,482,2023-02-17 00:00:00,1.18,151,4G
13360,317,2024-01-02 00:00:00,3.55,159,5G
13361,207,2023-06-04 00:00:00,1.89,95,4G
13362,48,2022-12-10 00:00:00,3.04,74,5G
13363,409,2023-01-22 00:00:00,0.75,81,5G
13364,420,2023-04-18 00:00:00,7.11,127,4G
13365,136,2022-10-02 00:00:00,1.89,132,5G
13366,201,2022-12-19 00:00:00,4.45,138,4G
13367,250,2022-03-07 00:00:00,1.14,245,4G
13368,314,2022-03-20 00:00:00,0.26,290,4G
13369,357,2023-08-21 00:00:00,2.8,111,4G
13370,368,2023-09-28 00:00:00,0.02,202,4G
13371,429,2022-07-21 00:00:00,1.61,169,5G
13372,318,2023-10-24 00:00:00,0.54,86,4G
13373,295,2023-07-12 00:00:00,2.47,118,4G
13374,480,2022-04-23 00:00:00,9.71,97,4G
13375,314,2022-04-01 00:00:00,1.56,239,4G
13376,500,2022-05-21 00:00:00,4.25,137,4G
13377,209,2022-10-16 00:00:00,1.77,81,4G
13378,355,2023-12-31 00:00:00,1.71,235,4G
13379,485,2023-08-12 00:00:00,6.66,135,4G
13380,211,2023-02-15 00:00:00,5.52,281,4G
13381,192,2023-01-12 00:00:00,3.85,2,5G
13382,44,2023-01-19 00:00:00,0.88,58,4G
13383,29,2024-04-25 00:00:00,1.97,115,5G
13384,59,2022-06-01 00:00:00,0.63,130,4G
13385,71,2024-04-14 00:00:00,1.47,200,4G
13386,92,2024-01-21 00:00:00,1.66,291,4G
13387,265,2023-09-19 00:00:00,4.45,97,4G
13388,383,2022-11-15 00:00:00,5.66,215,4G
13389,220,2023-01-04 00:00:00,1.34,123,5G
13390,390,2023-08-29 00:00:00,0.04,72,4G
13391,413,2023-07-14 00:00:00,4.95,129,5G
13392,442,2023-12-04 00:00:00,0.48,26,4G
13393,401,2023-04-07 00:00:00,2.43,164,4G
13394,400,2022-01-12 00:00:00,0.06,67,4G
13395,215,2022-06-05 00:00:00,1.28,13,4G
13396,479,2023-11-15 00:00:00,10.66,97,5G
13397,387,2023-04-22 00:00:00,0.27,278,5G
13398,277,2023-02-05 00:00:00,1.38,246,5G
13399,64,2024-03-18 00:00:00,0.92,111,4G
13400,346,2022-06-26 00:00:00,5.89,206,4G
13401,292,2022-12-07 00:00:00,5.09,232,5G
13402,490,2022-02-26 00:00:00,0.68,60,4G
13403,485,2024-05-04 00:00:00,0.21,84,5G
13404,245,2024-05-01 00:00:00,2.47,182,4G
13405,470,2023-03-24 00:00:00,1.03,238,5G
13406,62,2022-07-22 00:00:00,2.79,249,5G
13407,426,2023-11-28 00:00:00,0.08,70,5G
13408,332,2023-09-25 00:00:00,0.36,227,4G
13409,170,2024-01-08 00:00:00,2.9,84,4G
13410,445,2022-07-21 00:00:00,0.6,270,4G
13411,269,2022-11-26 00:00:00,4.87,289,5G
13412,267,2022-12-29 00:00:00,0.15,235,5G
13413,54,2024-06-10 00:00:00,0.61,290,4G
13414,16,2023-03-30 00:00:00,16.36,38,4G
13415,8,2022-12-22 00:00:00,1.42,205,4G
13416,104,2022-08-04 00:00:00,3.03,182,5G
13417,59,2023-07-09 00:00:00,0.5,186,4G
13418,313,2024-06-05 00:00:00,2.35,132,4G
13419,40,2022-01-23 00:00:00,3.24,29,4G
13420,237,2022-06-04 00:00:00,0.94,254,4G
13421,443,2022-07-05 00:00:00,4.41,142,5G
13422,386,2022-09-06 00:00:00,2.31,102,4G
13423,94,2024-01-19 00:00:00,1.23,73,4G
13424,222,2024-03-15 00:00:00,2.04,54,4G
13425,204,2022-05-14 00:00:00,2.15,235,4G
13426,138,2022-11-17 00:00:00,0.45,59,4G
13427,300,2023-01-25 00:00:00,1.29,23,4G
13428,395,2023-03-10 00:00:00,1.05,21,4G
13429,207,2022-01-22 00:00:00,1.28,31,4G
13430,336,2024-05-22 00:00:00,3.58,2,5G
13431,81,2023-08-23 00:00:00,1.65,69,5G
13432,218,2023-10-27 00:00:00,7.05,159,5G
13433,2,2022-05-05 00:00:00,0.87,87,5G
13434,178,2022-03-20 00:00:00,1.34,58,4G
13435,396,2024-05-07 00:00:00,3.87,251,4G
13436,371,2022-02-20 00:00:00,1.97,218,5G
13437,346,2023-12-29 00:00:00,1.98,200,4G
13438,279,2022-06-25 00:00:00,0.14,76,4G
13439,146,2024-05-19 00:00:00,1.27,254,4G
13440,318,2022-09-10 00:00:00,0.79,246,4G
13441,224,2022-09-03 00:00:00,18.29,269,4G
13442,369,2024-01-09 00:00:00,0.92,138,4G
13443,384,2022-04-16 00:00:00,5.4,77,4G
13444,62,2022-07-12 00:00:00,2.82,79,5G
13445,294,2022-11-12 00:00:00,1.04,9,4G
13446,239,2022-10-29 00:00:00,1.96,123,5G
13447,195,2023-07-02 00:00:00,4.59,185,4G
13448,166,2023-12-17 00:00:00,5.37,33,4G
13449,451,2024-02-18 00:00:00,0.44,120,4G
13450,222,2022-09-25 00:00:00,1.04,79,4G
13451,61,2022-06-19 00:00:00,1.02,205,4G
13452,129,2023-07-05 00:00:00,0.11,52,4G
13453,478,2023-03-31 00:00:00,2.28,155,5G
13454,173,2023-10-13 00:00:00,4.82,273,5G
13455,480,2022-10-19 00:00:00,1.2,134,4G
13456,156,2023-07-18 00:00:00,3.37,97,4G
13457,405,2024-03-09 00:00:00,2.47,240,4G
13458,378,2024-03-11 00:00:00,1.18,44,4G
13459,110,2022-05-21 00:00:00,0.38,198,4G
13460,269,2022-05-26 00:00:00,3.09,290,5G
13461,411,2023-03-01 00:00:00,4.82,113,4G
13462,356,2022-11-10 00:00:00,2.89,276,5G
13463,391,2022-07-03 00:00:00,0.05,240,4G
13464,278,2023-10-26 00:00:00,0.61,155,5G
13465,74,2023-12-14 00:00:00,0.18,43,4G
13466,487,2022-05-08 00:00:00,2.11,79,5G
13467,437,2022-10-14 00:00:00,3.53,137,5G
13468,463,2024-04-02 00:00:00,0.29,150,4G
13469,207,2022-09-10 00:00:00,4.56,241,4G
13470,388,2024-02-17 00:00:00,2.03,142,5G
13471,480,2023-12-01 00:00:00,2.93,298,5G
13472,279,2023-01-21 00:00:00,8.89,49,4G
13473,375,2022-08-18 00:00:00,0.22,261,4G
13474,326,2022-09-28 00:00:00,5.79,160,4G
13475,472,2024-02-10 00:00:00,0.34,61,4G
13476,340,2024-03-21 00:00:00,1.25,54,4G
13477,357,2023-02-19 00:00:00,4.77,30,4G
13478,340,2022-07-17 00:00:00,5.92,289,4G
13479,204,2022-11-19 00:00:00,1.76,168,5G
13480,161,2022-02-25 00:00:00,2.25,265,5G
13481,28,2024-04-10 00:00:00,3.08,184,4G
13482,392,2022-07-22 00:00:00,4.47,2,5G
13483,257,2024-02-22 00:00:00,0.32,160,4G
13484,165,2023-09-13 00:00:00,4.15,259,4G
13485,63,2023-09-20 00:00:00,1.64,47,5G
13486,22,2023-08-27 00:00:00,1.5,253,4G
13487,70,2022-05-18 00:00:00,1.38,73,4G
13488,381,2023-02-26 00:00:00,1.78,165,4G
13489,405,2024-03-25 00:00:00,7.25,259,4G
13490,96,2022-02-26 00:00:00,1.99,3,5G
13491,163,2023-07-16 00:00:00,7.65,118,5G
13492,79,2022-03-12 00:00:00,0.5,272,5G
13493,5,2023-08-17 00:00:00,3.22,225,5G
13494,316,2023-01-07 00:00:00,4.18,69,5G
13495,120,2023-09-09 00:00:00,2.84,181,5G
13496,302,2023-08-23 00:00:00,2.33,263,4G
13497,178,2023-05-29 00:00:00,2.08,180,5G
13498,176,2024-05-21 00:00:00,4.93,4,4G
13499,390,2022-03-25 00:00:00,4.31,196,5G
13500,217,2022-02-12 00:00:00,0.33,46,4G
13501,56,2023-10-28 00:00:00,4.72,39,5G
13502,366,2024-04-18 00:00:00,1.34,121,5G
13503,187,2023-08-29 00:00:00,0.73,134,5G
13504,232,2024-03-20 00:00:00,5.1,139,5G
13505,255,2022-05-13 00:00:00,1.41,152,4G
13506,413,2023-01-30 00:00:00,4.13,27,4G
13507,455,2022-03-06 00:00:00,0.76,76,4G
13508,104,2022-10-17 00:00:00,0.01,174,4G
13509,77,2023-01-11 00:00:00,1.71,48,4G
13510,230,2024-02-08 00:00:00,0.26,273,4G
13511,402,2023-04-12 00:00:00,3.51,26,4G
13512,258,2024-06-16 00:00:00,0.81,220,5G
13513,264,2022-08-01 00:00:00,1.47,121,5G
13514,331,2022-05-28 00:00:00,0.23,68,4G
13515,481,2023-07-27 00:00:00,0.84,70,4G
13516,182,2023-04-16 00:00:00,3.8,149,4G
13517,381,2022-05-29 00:00:00,0.41,186,4G
13518,256,2022-03-29 00:00:00,2.6,245,4G
13519,38,2022-11-20 00:00:00,6.24,195,4G
13520,176,2024-06-13 00:00:00,2.85,31,4G
13521,27,2023-01-31 00:00:00,4.17,108,4G
13522,276,2024-02-29 00:00:00,0.29,0,4G
13523,140,2023-02-08 00:00:00,0.72,181,4G
13524,299,2022-03-23 00:00:00,5.62,173,5G
13525,445,2023-10-03 00:00:00,3.14,168,5G
13526,287,2022-10-13 00:00:00,2.55,247,4G
13527,91,2023-01-17 00:00:00,2.72,107,4G
13528,480,2024-05-14 00:00:00,1.34,296,4G
13529,61,2024-03-02 00:00:00,0.11,263,4G
13530,458,2022-09-27 00:00:00,3.84,29,4G
13531,451,2022-10-19 00:00:00,2.84,224,4G
13532,365,2023-03-29 00:00:00,1.6,88,4G
13533,347,2023-12-16 00:00:00,5.75,233,4G
13534,163,2022-01-24 00:00:00,1.02,167,5G
13535,351,2024-05-12 00:00:00,0.87,230,4G
13536,143,2022-11-07 00:00:00,5.15,125,4G
13537,400,2023-04-06 00:00:00,3.99,60,4G
13538,253,2022-07-27 00:00:00,1.81,119,4G
13539,269,2024-03-02 00:00:00,0.35,189,5G
13540,369,2023-12-18 00:00:00,0.61,120,4G
13541,291,2023-10-26 00:00:00,2.67,47,4G
13542,500,2023-03-14 00:00:00,1.22,201,4G
13543,459,2023-06-22 00:00:00,4.53,58,4G
13544,187,2023-12-07 00:00:00,7.49,184,4G
13545,405,2022-12-02 00:00:00,4.1,222,4G
13546,499,2023-02-26 00:00:00,1.19,10,5G
13547,438,2024-01-20 00:00:00,3.89,280,4G
13548,459,2022-11-17 00:00:00,1.08,188,4G
13549,414,2023-05-12 00:00:00,0.46,236,4G
13550,304,2023-08-10 00:00:00,0.08,33,5G
13551,291,2022-06-12 00:00:00,1.22,134,5G
13552,86,2024-03-21 00:00:00,5.85,61,5G
13553,166,2023-06-25 00:00:00,0.68,226,5G
13554,415,2022-06-14 00:00:00,0.58,92,5G
13555,462,2024-04-28 00:00:00,8.75,115,4G
13556,408,2023-11-29 00:00:00,0.06,132,5G
13557,114,2023-07-20 00:00:00,3.85,292,5G
13558,433,2022-10-22 00:00:00,0.97,192,4G
13559,480,2022-02-11 00:00:00,0.1,29,4G
13560,356,2022-10-12 00:00:00,6.25,297,5G
13561,416,2023-01-22 00:00:00,0.38,60,5G
13562,183,2022-05-18 00:00:00,2.01,27,5G
13563,207,2022-07-06 00:00:00,0.8,76,5G
13564,256,2023-12-17 00:00:00,0.17,120,5G
13565,235,2023-03-07 00:00:00,0.13,2,4G
13566,442,2023-07-08 00:00:00,0.31,36,4G
13567,355,2024-05-11 00:00:00,0.19,146,4G
13568,3,2023-02-20 00:00:00,3.57,91,4G
13569,208,2024-03-10 00:00:00,1.66,272,4G
13570,197,2023-03-02 00:00:00,1.05,86,4G
13571,341,2023-02-20 00:00:00,1.35,39,4G
13572,125,2022-01-26 00:00:00,6.61,177,5G
13573,138,2023-01-06 00:00:00,6.04,284,4G
13574,339,2023-01-20 00:00:00,3.14,41,5G
13575,25,2022-02-25 00:00:00,5.4,284,5G
13576,68,2022-09-10 00:00:00,0.96,65,4G
13577,61,2023-09-26 00:00:00,1.2,123,4G
13578,29,2022-04-16 00:00:00,2.38,144,5G
13579,383,2022-05-10 00:00:00,2.44,119,5G
13580,19,2024-04-28 00:00:00,1.64,108,4G
13581,171,2023-11-01 00:00:00,1.28,91,4G
13582,450,2023-01-11 00:00:00,10.7,59,4G
13583,74,2024-01-13 00:00:00,4.3,226,4G
13584,61,2022-11-04 00:00:00,1.43,239,4G
13585,427,2022-04-01 00:00:00,3.25,211,4G
13586,153,2023-01-28 00:00:00,0.79,97,4G
13587,276,2023-06-18 00:00:00,0.26,13,5G
13588,48,2024-03-12 00:00:00,1.09,217,4G
13589,211,2022-04-20 00:00:00,1.29,169,5G
13590,343,2023-07-15 00:00:00,0.04,279,5G
13591,408,2023-10-03 00:00:00,4.22,209,5G
13592,139,2023-08-08 00:00:00,1.11,255,4G
13593,110,2022-12-06 00:00:00,2.17,170,4G
13594,482,2023-07-19 00:00:00,0.19,72,5G
13595,183,2022-12-22 00:00:00,0.48,146,5G
13596,28,2024-06-10 00:00:00,5.51,105,4G
13597,197,2022-06-17 00:00:00,2.35,93,4G
13598,191,2023-07-11 00:00:00,7.5,62,5G
13599,315,2023-03-28 00:00:00,16.71,153,4G
13600,389,2022-04-15 00:00:00,1.16,254,4G
13601,51,2022-05-30 00:00:00,0.89,34,5G
13602,149,2022-05-26 00:00:00,4.89,295,4G
13603,268,2023-12-17 00:00:00,16.45,252,4G
13604,50,2024-05-23 00:00:00,2.48,156,5G
13605,388,2022-10-26 00:00:00,3.96,133,4G
13606,246,2022-06-16 00:00:00,3.81,128,4G
13607,113,2023-12-14 00:00:00,1.1,279,4G
13608,170,2023-10-08 00:00:00,2.13,251,4G
13609,468,2023-12-24 00:00:00,4.48,134,5G
13610,166,2022-02-17 00:00:00,2.91,10,4G
13611,409,2023-09-30 00:00:00,0.05,291,4G
13612,14,2022-08-27 00:00:00,1.03,147,4G
13613,203,2022-01-07 00:00:00,0.39,79,4G
13614,288,2023-04-09 00:00:00,0.66,190,4G
13615,395,2023-03-29 00:00:00,5.9,29,4G
13616,189,2024-02-23 00:00:00,0.09,228,4G
13617,402,2024-06-15 00:00:00,0.62,83,4G
13618,155,2023-01-06 00:00:00,0.93,149,4G
13619,55,2023-07-03 00:00:00,2.4,188,5G
13620,182,2023-05-02 00:00:00,1.91,20,4G
13621,210,2022-07-30 00:00:00,0.62,36,4G
13622,376,2022-06-14 00:00:00,0.45,245,4G
13623,471,2022-05-05 00:00:00,0.68,282,5G
13624,75,2022-12-03 00:00:00,1.75,101,4G
13625,277,2022-07-11 00:00:00,0.79,293,5G
13626,428,2023-12-31 00:00:00,7.37,231,4G
13627,133,2022-08-02 00:00:00,1.56,287,5G
13628,343,2023-07-28 00:00:00,0.15,244,4G
13629,425,2022-11-24 00:00:00,3.27,176,5G
13630,59,2023-01-16 00:00:00,1,212,5G
13631,345,2023-11-04 00:00:00,2.65,101,4G
13632,489,2023-08-01 00:00:00,0.82,285,4G
13633,182,2024-03-08 00:00:00,2.11,21,4G
13634,458,2022-08-27 00:00:00,3.7,18,4G
13635,406,2023-06-16 00:00:00,6.58,286,5G
13636,339,2023-12-01 00:00:00,0.76,275,4G
13637,321,2022-03-23 00:00:00,1.02,146,4G
13638,64,2022-12-29 00:00:00,1.56,39,4G
13639,327,2023-05-20 00:00:00,6.55,166,4G
13640,260,2022-07-21 00:00:00,5.79,90,5G
13641,193,2023-05-19 00:00:00,0.24,71,5G
13642,143,2023-10-06 00:00:00,0.35,282,4G
13643,104,2022-02-06 00:00:00,1.71,139,5G
13644,460,2023-10-06 00:00:00,0.28,238,5G
13645,406,2023-08-12 00:00:00,1.06,77,4G
13646,214,2023-08-24 00:00:00,0.4,198,5G
13647,242,2023-02-06 00:00:00,2.53,16,4G
13648,431,2024-02-04 00:00:00,7.46,217,4G
13649,209,2024-05-05 00:00:00,14.31,228,4G
13650,93,2023-12-07 00:00:00,1.18,137,5G
13651,430,2022-06-25 00:00:00,2.28,146,4G
13652,142,2023-06-29 00:00:00,4.85,209,4G
13653,434,2023-07-24 00:00:00,0.31,157,4G
13654,404,2023-04-12 00:00:00,2.92,152,4G
13655,434,2022-07-20 00:00:00,1.31,162,5G
13656,112,2023-06-24 00:00:00,0.58,100,4G
13657,417,2023-07-01 00:00:00,1.29,154,4G
13658,375,2023-09-29 00:00:00,0.2,9,4G
13659,59,2023-01-29 00:00:00,2.97,182,4G
13660,43,2024-04-12 00:00:00,0.73,133,4G
13661,207,2022-02-11 00:00:00,0.93,5,4G
13662,268,2023-08-20 00:00:00,0.32,257,4G
13663,296,2023-01-28 00:00:00,5,210,4G
13664,118,2023-12-01 00:00:00,1.7,50,4G
13665,20,2023-09-15 00:00:00,2.12,146,4G
13666,222,2024-02-22 00:00:00,2.11,127,5G
13667,166,2023-03-17 00:00:00,1.32,257,4G
13668,131,2024-04-16 00:00:00,0.53,50,5G
13669,156,2023-09-09 00:00:00,3.42,153,4G
13670,184,2023-05-21 00:00:00,0.34,69,4G
13671,90,2022-11-16 00:00:00,0.27,275,4G
13672,94,2023-07-07 00:00:00,3.1,278,4G
13673,13,2022-08-03 00:00:00,0.59,133,4G
13674,461,2022-03-12 00:00:00,0.92,219,5G
13675,322,2023-07-22 00:00:00,1.61,162,4G
13676,293,2022-08-24 00:00:00,1.49,135,4G
13677,433,2022-10-08 00:00:00,3.08,56,4G
13678,230,2023-09-09 00:00:00,2.44,176,5G
13679,322,2024-06-05 00:00:00,2.58,114,5G
13680,292,2022-06-11 00:00:00,3.13,148,4G
13681,438,2022-07-10 00:00:00,0.87,240,4G
13682,26,2022-01-09 00:00:00,0.97,122,4G
13683,75,2022-03-01 00:00:00,1.44,291,5G
13684,456,2024-06-11 00:00:00,0.92,68,5G
13685,364,2024-03-27 00:00:00,10.49,62,5G
13686,424,2022-08-13 00:00:00,4.21,220,4G
