issue_id,customer_id,issue_date,issue_type,resolution_time_hrs,resolved
20938,288,2023-11-22 00:00:00,Call Drop,64,Yes
20939,48,2022-11-29 00:00:00,Call Drop,12,Yes
20940,253,2022-06-23 00:00:00,Call Drop,53,Yes
20941,46,2024-02-14 00:00:00,Call Drop,10,Yes
20942,370,2022-10-17 00:00:00,Slow Internet,61,Yes
20943,231,2023-07-24 00:00:00,No Signal,55,Yes
20944,95,2024-04-25 00:00:00,Slow Internet,68,Yes
20945,303,2024-03-01 00:00:00,Call Drop,42,Yes
20946,218,2022-05-25 00:00:00,No Signal,66,Yes
20947,40,2022-05-02 00:00:00,No Signal,44,Yes
20948,387,2022-01-27 00:00:00,Call Drop,28,Yes
20949,203,2022-03-07 00:00:00,Call Drop,58,Yes
20950,116,2022-04-11 00:00:00,Slow Internet,2,Yes
20951,413,2023-01-23 00:00:00,Slow Internet,55,Yes
20952,91,2022-04-04 00:00:00,Call Drop,34,Yes
20953,58,2022-03-08 00:00:00,Call Drop,20,Yes
20954,434,2022-09-07 00:00:00,Slow Internet,47,Yes
20955,495,2022-05-22 00:00:00,No Signal,26,Yes
20956,10,2022-09-24 00:00:00,No Signal,1,Yes
20957,256,2023-07-06 00:00:00,No Signal,65,No
20958,317,2022-08-03 00:00:00,Slow Internet,15,Yes
20959,249,2023-05-04 00:00:00,Call Drop,14,Yes
20960,483,2023-05-11 00:00:00,No Signal,55,Yes
20961,367,2023-04-25 00:00:00,Call Drop,1,Yes
20962,377,2023-10-05 00:00:00,Slow Internet,33,Yes
20963,317,2023-05-05 00:00:00,Slow Internet,70,Yes
20964,407,2022-01-01 00:00:00,Call Drop,56,Yes
20965,6,2022-01-09 00:00:00,Call Drop,23,Yes
20966,331,2024-05-29 00:00:00,Call Drop,54,Yes
20967,188,2024-04-20 00:00:00,Call Drop,3,Yes
20968,235,2023-01-15 00:00:00,No Signal,46,Yes
20969,371,2024-04-23 00:00:00,Call Drop,6,No
20970,411,2024-06-15 00:00:00,No Signal,25,Yes
20971,183,2022-05-24 00:00:00,Slow Internet,17,Yes
20972,287,2024-05-11 00:00:00,No Signal,28,Yes
20973,123,2024-04-19 00:00:00,Call Drop,32,Yes
20974,158,2022-10-29 00:00:00,No Signal,23,Yes
20975,323,2023-10-12 00:00:00,Slow Internet,16,Yes
20976,13,2023-02-21 00:00:00,Call Drop,26,No
20977,315,2024-05-19 00:00:00,Slow Internet,33,Yes
20978,54,2024-03-19 00:00:00,Slow Internet,58,Yes
20979,360,2022-06-28 00:00:00,Call Drop,48,Yes
20980,277,2022-10-05 00:00:00,No Signal,55,Yes
20981,43,2022-05-24 00:00:00,Slow Internet,41,Yes
20982,267,2022-12-05 00:00:00,Call Drop,62,Yes
20983,109,2023-04-04 00:00:00,Slow Internet,17,Yes
20984,323,2023-12-03 00:00:00,No Signal,59,No
20985,166,2022-11-27 00:00:00,Slow Internet,14,Yes
20986,351,2022-09-27 00:00:00,Slow Internet,21,Yes
20987,408,2022-07-06 00:00:00,Slow Internet,63,No
20988,106,2023-10-28 00:00:00,Slow Internet,46,Yes
20989,51,2022-06-21 00:00:00,No Signal,55,Yes
20990,204,2023-02-08 00:00:00,Call Drop,62,Yes
20991,445,2023-04-13 00:00:00,Slow Internet,39,Yes
20992,302,2022-09-04 00:00:00,No Signal,42,Yes
20993,43,2023-06-07 00:00:00,Slow Internet,48,Yes
20994,283,2023-07-13 00:00:00,Slow Internet,28,Yes
20995,85,2024-02-17 00:00:00,Slow Internet,6,Yes
20996,217,2024-04-08 00:00:00,No Signal,59,Yes
20997,158,2022-04-21 00:00:00,Slow Internet,70,Yes
20998,350,2024-03-23 00:00:00,Slow Internet,39,Yes
20999,127,2022-10-30 00:00:00,Call Drop,57,Yes
21000,191,2024-06-04 00:00:00,No Signal,54,Yes
21001,266,2023-04-18 00:00:00,Call Drop,60,Yes
21002,387,2024-03-01 00:00:00,Call Drop,17,Yes
21003,461,2022-10-19 00:00:00,Call Drop,40,Yes
21004,60,2022-09-09 00:00:00,Call Drop,66,Yes
21005,283,2023-08-11 00:00:00,Slow Internet,54,Yes
21006,466,2022-06-24 00:00:00,Call Drop,71,Yes
21007,379,2022-04-19 00:00:00,No Signal,44,Yes
21008,429,2022-12-06 00:00:00,Slow Internet,67,Yes
21009,62,2024-04-27 00:00:00,Call Drop,57,Yes
21010,408,2022-01-14 00:00:00,Call Drop,36,Yes
21011,302,2023-11-24 00:00:00,No Signal,57,Yes
21012,126,2022-11-18 00:00:00,No Signal,43,Yes
21013,462,2024-02-23 00:00:00,Call Drop,44,Yes
21014,487,2022-02-12 00:00:00,Call Drop,62,Yes
21015,172,2023-04-06 00:00:00,Call Drop,61,Yes
21016,63,2022-04-12 00:00:00,Call Drop,11,Yes
21017,260,2023-09-17 00:00:00,Call Drop,33,Yes
21018,16,2023-12-06 00:00:00,No Signal,66,Yes
21019,179,2022-01-09 00:00:00,No Signal,23,Yes
21020,330,2022-05-29 00:00:00,Slow Internet,49,Yes
21021,368,2022-12-04 00:00:00,Slow Internet,20,Yes
21022,101,2022-08-12 00:00:00,No Signal,15,Yes
21023,475,2022-04-20 00:00:00,Slow Internet,66,Yes
21024,176,2022-12-20 00:00:00,Call Drop,30,Yes
21025,193,2022-03-25 00:00:00,Slow Internet,4,Yes
21026,453,2023-07-09 00:00:00,Call Drop,64,Yes
21027,461,2022-03-07 00:00:00,Call Drop,65,Yes
21028,301,2023-01-23 00:00:00,Slow Internet,8,No
21029,387,2024-06-09 00:00:00,Slow Internet,52,Yes
21030,273,2023-09-13 00:00:00,Call Drop,14,Yes
21031,467,2023-09-06 00:00:00,No Signal,58,Yes
21032,421,2022-05-15 00:00:00,Slow Internet,11,Yes
21033,261,2022-03-27 00:00:00,Slow Internet,59,Yes
21034,175,2022-03-25 00:00:00,No Signal,24,Yes
21035,234,2022-08-15 00:00:00,Slow Internet,32,Yes
21036,300,2022-09-17 00:00:00,Call Drop,46,Yes
21037,216,2024-06-10 00:00:00,No Signal,28,Yes
21038,491,2022-01-20 00:00:00,No Signal,16,Yes
21039,417,2022-02-04 00:00:00,Call Drop,42,Yes
21040,247,2024-05-14 00:00:00,Call Drop,16,Yes
21041,21,2024-01-25 00:00:00,Call Drop,12,Yes
21042,451,2023-03-19 00:00:00,No Signal,62,No
21043,324,2022-09-27 00:00:00,Call Drop,34,No
21044,243,2024-01-05 00:00:00,Slow Internet,38,Yes
21045,288,2023-02-10 00:00:00,Slow Internet,47,Yes
21046,280,2023-05-23 00:00:00,Call Drop,22,Yes
21047,244,2022-10-31 00:00:00,Slow Internet,3,Yes
21048,163,2023-11-01 00:00:00,Slow Internet,1,Yes
21049,146,2022-10-12 00:00:00,No Signal,53,Yes
21050,67,2023-07-02 00:00:00,Call Drop,64,Yes
21051,103,2024-03-20 00:00:00,Slow Internet,44,No
21052,310,2022-01-29 00:00:00,Call Drop,47,Yes
21053,410,2023-01-26 00:00:00,Call Drop,38,Yes
21054,444,2023-02-20 00:00:00,Slow Internet,63,Yes
21055,125,2024-02-06 00:00:00,Slow Internet,41,Yes
21056,117,2022-05-22 00:00:00,No Signal,21,Yes
21057,472,2023-10-08 00:00:00,No Signal,45,Yes
21058,251,2023-10-18 00:00:00,No Signal,13,Yes
21059,321,2024-03-19 00:00:00,Slow Internet,66,Yes
21060,435,2024-05-29 00:00:00,No Signal,66,Yes
21061,370,2022-12-07 00:00:00,Call Drop,43,Yes
21062,226,2022-09-02 00:00:00,No Signal,62,Yes
21063,188,2024-02-05 00:00:00,No Signal,48,Yes
21064,187,2024-05-25 00:00:00,No Signal,26,Yes
21065,76,2022-01-05 00:00:00,Call Drop,61,Yes
21066,273,2023-03-25 00:00:00,Call Drop,62,Yes
21067,469,2022-09-23 00:00:00,Slow Internet,14,Yes
21068,149,2023-05-06 00:00:00,No Signal,54,Yes
21069,195,2022-08-27 00:00:00,Call Drop,41,Yes
21070,364,2022-09-07 00:00:00,Call Drop,60,Yes
21071,284,2022-10-18 00:00:00,Call Drop,9,Yes
21072,473,2023-06-27 00:00:00,Slow Internet,44,No
21073,44,2023-09-24 00:00:00,Slow Internet,56,Yes
21074,454,2022-03-20 00:00:00,Slow Internet,3,Yes
21075,446,2023-06-05 00:00:00,No Signal,59,Yes
21076,170,2023-03-26 00:00:00,Call Drop,13,Yes
21077,94,2023-07-10 00:00:00,Slow Internet,30,Yes
21078,224,2024-06-02 00:00:00,Slow Internet,53,Yes
21079,278,2024-01-04 00:00:00,Call Drop,51,Yes
21080,38,2022-05-24 00:00:00,Call Drop,42,Yes
21081,270,2022-04-30 00:00:00,No Signal,26,Yes
21082,482,2023-07-19 00:00:00,No Signal,59,Yes
21083,235,2023-07-31 00:00:00,No Signal,69,Yes
21084,111,2022-06-25 00:00:00,Slow Internet,3,Yes
21085,378,2022-03-11 00:00:00,Slow Internet,41,No
21086,410,2024-03-24 00:00:00,Call Drop,1,No
21087,168,2023-09-25 00:00:00,No Signal,65,Yes
21088,54,2024-06-07 00:00:00,Call Drop,70,No
21089,397,2022-07-22 00:00:00,No Signal,50,Yes
21090,127,2024-03-11 00:00:00,No Signal,59,Yes
21091,478,2022-06-29 00:00:00,No Signal,63,No
21092,275,2023-08-16 00:00:00,No Signal,25,Yes
21093,42,2023-07-21 00:00:00,Call Drop,10,Yes
21094,41,2023-11-22 00:00:00,Call Drop,1,Yes
21095,50,2023-09-02 00:00:00,Slow Internet,14,Yes
21096,487,2022-04-20 00:00:00,No Signal,21,Yes
21097,387,2023-02-28 00:00:00,Call Drop,58,Yes
21098,159,2023-10-27 00:00:00,No Signal,38,Yes
21099,332,2023-05-18 00:00:00,No Signal,1,Yes
21100,399,2023-02-10 00:00:00,Slow Internet,5,No
21101,182,2023-09-29 00:00:00,Slow Internet,44,Yes
21102,181,2022-04-01 00:00:00,Call Drop,65,Yes
21103,429,2022-10-21 00:00:00,Call Drop,57,Yes
21104,166,2023-01-28 00:00:00,Slow Internet,45,Yes
21105,232,2022-02-06 00:00:00,Call Drop,60,Yes
21106,206,2023-06-01 00:00:00,Call Drop,66,Yes
21107,355,2024-04-29 00:00:00,Slow Internet,47,Yes
21108,464,2023-10-24 00:00:00,No Signal,26,Yes
21109,50,2024-05-27 00:00:00,No Signal,9,Yes
21110,408,2022-11-12 00:00:00,Slow Internet,51,Yes
21111,401,2022-06-21 00:00:00,No Signal,8,Yes
21112,146,2023-02-10 00:00:00,No Signal,5,Yes
21113,298,2022-09-19 00:00:00,Slow Internet,39,Yes
21114,145,2023-04-29 00:00:00,Call Drop,68,Yes
21115,16,2022-01-27 00:00:00,Slow Internet,40,Yes
21116,85,2023-05-10 00:00:00,Slow Internet,36,Yes
21117,216,2022-02-24 00:00:00,No Signal,21,Yes
21118,482,2024-04-11 00:00:00,Slow Internet,26,Yes
21119,52,2022-09-06 00:00:00,No Signal,56,Yes
21120,36,2022-09-30 00:00:00,Slow Internet,57,Yes
21121,107,2022-09-16 00:00:00,Call Drop,59,No
21122,219,2024-02-17 00:00:00,No Signal,7,Yes
21123,423,2022-07-10 00:00:00,Slow Internet,42,Yes
21124,337,2023-07-29 00:00:00,No Signal,13,Yes
21125,409,2024-05-06 00:00:00,Slow Internet,34,No
21126,371,2023-03-22 00:00:00,Slow Internet,53,Yes
21127,486,2024-05-02 00:00:00,Slow Internet,46,Yes
21128,298,2023-05-17 00:00:00,No Signal,57,Yes
21129,254,2023-09-08 00:00:00,No Signal,61,Yes
21130,405,2023-01-28 00:00:00,Call Drop,56,Yes
21131,68,2023-02-12 00:00:00,Call Drop,29,Yes
21132,473,2024-03-10 00:00:00,Call Drop,14,Yes
21133,187,2024-02-10 00:00:00,Call Drop,68,Yes
21134,124,2023-11-04 00:00:00,Slow Internet,71,Yes
21135,30,2023-11-14 00:00:00,No Signal,13,Yes
21136,185,2022-04-19 00:00:00,Slow Internet,17,Yes
21137,289,2023-10-14 00:00:00,No Signal,29,Yes
21138,359,2023-08-28 00:00:00,No Signal,2,Yes
21139,474,2022-04-13 00:00:00,Slow Internet,62,Yes
21140,473,2022-08-14 00:00:00,Slow Internet,20,Yes
21141,53,2022-12-19 00:00:00,No Signal,56,Yes
21142,400,2022-06-09 00:00:00,Call Drop,52,Yes
21143,177,2023-02-08 00:00:00,Call Drop,25,Yes
21144,472,2023-12-08 00:00:00,No Signal,62,No
21145,133,2022-11-20 00:00:00,Slow Internet,17,Yes
21146,362,2022-05-25 00:00:00,Slow Internet,39,Yes
21147,487,2024-01-24 00:00:00,No Signal,10,Yes
21148,77,2023-04-10 00:00:00,Slow Internet,59,Yes
21149,350,2022-05-12 00:00:00,No Signal,25,Yes
21150,60,2022-04-03 00:00:00,No Signal,28,Yes
21151,455,2022-09-30 00:00:00,No Signal,61,Yes
21152,367,2023-12-05 00:00:00,Slow Internet,58,Yes
21153,465,2023-06-18 00:00:00,Call Drop,44,Yes
21154,311,2022-07-13 00:00:00,No Signal,23,Yes
21155,91,2022-06-19 00:00:00,Slow Internet,17,Yes
21156,419,2023-04-05 00:00:00,Call Drop,38,Yes
21157,453,2022-01-11 00:00:00,No Signal,30,Yes
21158,298,2022-06-30 00:00:00,Call Drop,19,Yes
21159,325,2022-08-20 00:00:00,Slow Internet,32,Yes
21160,280,2022-01-29 00:00:00,Call Drop,20,Yes
21161,199,2023-06-16 00:00:00,Call Drop,64,Yes
21162,455,2022-01-05 00:00:00,Slow Internet,36,Yes
21163,118,2023-06-30 00:00:00,No Signal,65,Yes
21164,183,2022-05-20 00:00:00,Slow Internet,43,Yes
21165,398,2022-01-28 00:00:00,Slow Internet,26,Yes
21166,55,2022-04-08 00:00:00,No Signal,7,Yes
21167,271,2022-09-19 00:00:00,No Signal,34,Yes
21168,5,2024-01-28 00:00:00,Slow Internet,36,Yes
21169,101,2022-01-19 00:00:00,No Signal,6,Yes
21170,388,2022-01-12 00:00:00,No Signal,37,Yes
21171,286,2023-06-21 00:00:00,Slow Internet,62,Yes
21172,468,2023-06-09 00:00:00,Slow Internet,60,Yes
21173,53,2023-04-10 00:00:00,Slow Internet,64,Yes
21174,218,2023-08-11 00:00:00,Slow Internet,50,Yes
21175,329,2022-09-16 00:00:00,Call Drop,52,Yes
21176,286,2022-01-24 00:00:00,Call Drop,17,Yes
21177,492,2022-01-08 00:00:00,No Signal,60,Yes
21178,240,2024-05-29 00:00:00,Call Drop,54,Yes
21179,214,2022-08-16 00:00:00,Call Drop,10,Yes
21180,104,2023-01-11 00:00:00,Call Drop,25,No
21181,361,2022-05-03 00:00:00,No Signal,18,Yes
21182,364,2022-03-31 00:00:00,Call Drop,64,Yes
21183,222,2024-03-23 00:00:00,Slow Internet,59,Yes
21184,340,2023-04-01 00:00:00,Slow Internet,27,Yes
21185,348,2022-08-12 00:00:00,No Signal,58,No
21186,189,2024-01-06 00:00:00,No Signal,61,Yes
21187,327,2022-09-14 00:00:00,No Signal,71,Yes
21188,324,2023-05-30 00:00:00,Call Drop,43,Yes
21189,476,2024-04-12 00:00:00,No Signal,11,Yes
21190,311,2024-02-22 00:00:00,No Signal,5,Yes
21191,99,2024-03-28 00:00:00,No Signal,58,Yes
21192,97,2022-05-28 00:00:00,Slow Internet,39,No
21193,327,2023-01-22 00:00:00,No Signal,48,No
21194,73,2023-12-02 00:00:00,Slow Internet,20,Yes
21195,482,2023-11-30 00:00:00,Slow Internet,19,Yes
21196,256,2023-03-14 00:00:00,No Signal,60,Yes
21197,231,2023-12-01 00:00:00,No Signal,26,Yes
21198,170,2023-09-28 00:00:00,Call Drop,25,Yes
21199,482,2022-02-06 00:00:00,No Signal,15,Yes
21200,333,2023-10-23 00:00:00,No Signal,21,Yes
21201,157,2022-04-16 00:00:00,No Signal,47,Yes
21202,419,2023-09-07 00:00:00,No Signal,35,Yes
21203,429,2024-06-07 00:00:00,No Signal,44,Yes
21204,458,2022-08-20 00:00:00,No Signal,6,No
21205,222,2024-05-16 00:00:00,Call Drop,23,Yes
21206,364,2022-05-26 00:00:00,Call Drop,39,Yes
21207,346,2022-01-17 00:00:00,No Signal,18,Yes
21208,99,2022-06-08 00:00:00,Call Drop,40,Yes
21209,220,2024-03-26 00:00:00,Slow Internet,36,Yes
21210,413,2022-10-09 00:00:00,Call Drop,28,Yes
21211,244,2022-10-05 00:00:00,Slow Internet,64,Yes
21212,454,2022-05-05 00:00:00,No Signal,58,Yes
21213,259,2023-11-16 00:00:00,Slow Internet,38,Yes
21214,477,2023-02-24 00:00:00,No Signal,44,Yes
21215,441,2022-11-16 00:00:00,Call Drop,2,Yes
21216,194,2023-11-06 00:00:00,Slow Internet,35,Yes
21217,375,2023-12-16 00:00:00,Slow Internet,1,Yes
21218,150,2023-04-27 00:00:00,Slow Internet,46,No
21219,494,2024-04-29 00:00:00,No Signal,60,Yes
21220,367,2023-10-29 00:00:00,No Signal,63,Yes
21221,498,2022-11-20 00:00:00,Call Drop,45,Yes
21222,155,2023-01-30 00:00:00,Call Drop,57,Yes
21223,499,2024-02-12 00:00:00,No Signal,37,Yes
21224,22,2022-07-05 00:00:00,Call Drop,7,Yes
21225,458,2024-06-07 00:00:00,Slow Internet,16,Yes
21226,116,2023-04-11 00:00:00,Slow Internet,50,Yes
21227,113,2022-02-26 00:00:00,Slow Internet,14,Yes
21228,433,2023-12-30 00:00:00,Call Drop,6,Yes
21229,211,2023-04-03 00:00:00,Slow Internet,61,Yes
21230,24,2022-07-27 00:00:00,Slow Internet,21,Yes
21231,283,2023-12-15 00:00:00,No Signal,10,Yes
21232,292,2022-03-15 00:00:00,No Signal,32,Yes
21233,363,2023-04-29 00:00:00,Call Drop,6,Yes
21234,401,2022-03-26 00:00:00,No Signal,2,Yes
21235,56,2023-09-24 00:00:00,Call Drop,39,Yes
21236,266,2022-01-14 00:00:00,Call Drop,49,Yes
21237,54,2024-04-19 00:00:00,No Signal,27,Yes
21238,337,2023-10-03 00:00:00,No Signal,56,No
21239,108,2024-03-04 00:00:00,Call Drop,14,Yes
21240,202,2022-02-18 00:00:00,Call Drop,23,Yes
21241,202,2023-03-02 00:00:00,Call Drop,51,Yes
21242,422,2022-12-25 00:00:00,Slow Internet,25,Yes
21243,337,2022-08-30 00:00:00,Slow Internet,53,Yes
21244,383,2024-04-13 00:00:00,No Signal,11,Yes
21245,474,2022-02-22 00:00:00,Slow Internet,35,Yes
21246,218,2024-02-16 00:00:00,Slow Internet,55,Yes
21247,243,2022-03-10 00:00:00,Call Drop,58,Yes
21248,354,2023-07-06 00:00:00,Slow Internet,68,Yes
21249,388,2023-11-27 00:00:00,No Signal,37,Yes
21250,178,2023-10-07 00:00:00,Slow Internet,9,No
21251,475,2022-02-25 00:00:00,Slow Internet,28,Yes
21252,61,2024-05-28 00:00:00,Slow Internet,55,Yes
21253,405,2023-04-01 00:00:00,No Signal,46,Yes
21254,36,2022-09-12 00:00:00,No Signal,70,Yes
21255,358,2022-01-05 00:00:00,Call Drop,27,Yes
21256,46,2023-08-04 00:00:00,Slow Internet,10,Yes
21257,95,2022-02-21 00:00:00,Call Drop,23,Yes
21258,327,2022-11-25 00:00:00,Call Drop,21,Yes
21259,44,2022-04-08 00:00:00,No Signal,45,Yes
21260,320,2022-06-10 00:00:00,Call Drop,3,Yes
21261,226,2023-02-10 00:00:00,Slow Internet,59,Yes
21262,146,2024-02-22 00:00:00,Call Drop,43,No
21263,472,2023-07-31 00:00:00,No Signal,7,Yes
21264,269,2022-11-23 00:00:00,No Signal,27,Yes
21265,13,2022-08-31 00:00:00,No Signal,62,No
21266,25,2023-05-19 00:00:00,Slow Internet,42,Yes
21267,261,2023-01-02 00:00:00,Call Drop,4,Yes
21268,128,2024-02-13 00:00:00,Slow Internet,62,Yes
21269,39,2023-12-25 00:00:00,No Signal,8,No
21270,157,2023-03-18 00:00:00,Slow Internet,17,Yes
21271,364,2022-06-03 00:00:00,No Signal,5,Yes
21272,185,2022-08-22 00:00:00,Slow Internet,63,No
21273,174,2023-10-14 00:00:00,Slow Internet,9,Yes
21274,417,2022-11-29 00:00:00,Call Drop,8,Yes
21275,472,2023-05-10 00:00:00,Call Drop,7,Yes
21276,394,2022-04-25 00:00:00,No Signal,37,Yes
21277,186,2023-01-04 00:00:00,Call Drop,55,Yes
21278,281,2022-11-29 00:00:00,Call Drop,67,Yes
21279,489,2022-05-10 00:00:00,Slow Internet,8,Yes
21280,74,2022-06-27 00:00:00,No Signal,69,Yes
21281,295,2022-04-05 00:00:00,Slow Internet,5,Yes
21282,16,2022-11-13 00:00:00,Slow Internet,17,Yes
21283,188,2022-04-11 00:00:00,Call Drop,58,Yes
21284,412,2022-07-15 00:00:00,Call Drop,63,No
21285,460,2024-03-12 00:00:00,No Signal,27,Yes
21286,172,2022-07-27 00:00:00,Call Drop,68,Yes
21287,186,2023-08-30 00:00:00,Slow Internet,28,Yes
21288,32,2023-04-18 00:00:00,Call Drop,58,Yes
21289,63,2023-09-07 00:00:00,No Signal,50,Yes
21290,499,2022-01-08 00:00:00,No Signal,67,Yes
21291,349,2022-05-16 00:00:00,Slow Internet,31,Yes
21292,301,2023-09-02 00:00:00,Slow Internet,12,Yes
21293,309,2022-09-18 00:00:00,Call Drop,55,Yes
21294,189,2022-05-27 00:00:00,No Signal,4,No
21295,306,2023-04-03 00:00:00,Slow Internet,42,Yes
21296,411,2023-11-28 00:00:00,Call Drop,54,Yes
21297,26,2023-03-14 00:00:00,Call Drop,22,Yes
21298,387,2023-02-17 00:00:00,Call Drop,1,Yes
21299,346,2023-05-15 00:00:00,Slow Internet,48,Yes
21300,39,2022-08-20 00:00:00,Slow Internet,43,Yes
21301,193,2022-04-11 00:00:00,Call Drop,20,Yes
21302,163,2022-05-27 00:00:00,Call Drop,18,Yes
21303,53,2023-12-18 00:00:00,Slow Internet,70,Yes
21304,475,2023-05-22 00:00:00,No Signal,49,Yes
21305,174,2023-07-12 00:00:00,Call Drop,17,Yes
21306,196,2022-04-14 00:00:00,No Signal,53,Yes
21307,211,2022-12-02 00:00:00,No Signal,22,Yes
21308,278,2023-03-22 00:00:00,Slow Internet,10,Yes
21309,188,2024-01-04 00:00:00,Slow Internet,24,Yes
21310,390,2023-03-20 00:00:00,No Signal,12,Yes
21311,308,2022-04-28 00:00:00,Slow Internet,4,Yes
21312,457,2023-06-01 00:00:00,No Signal,42,Yes
21313,331,2023-12-24 00:00:00,No Signal,5,Yes
21314,214,2023-07-21 00:00:00,Slow Internet,26,No
21315,495,2023-06-15 00:00:00,Slow Internet,59,Yes
21316,329,2022-03-29 00:00:00,Call Drop,62,Yes
21317,29,2024-01-29 00:00:00,Slow Internet,5,Yes
21318,171,2023-09-21 00:00:00,Call Drop,26,Yes
21319,122,2023-04-21 00:00:00,Slow Internet,6,Yes
21320,458,2023-11-13 00:00:00,Slow Internet,24,Yes
21321,418,2023-04-30 00:00:00,Slow Internet,53,Yes
21322,159,2023-10-24 00:00:00,Slow Internet,7,Yes
21323,86,2022-10-22 00:00:00,No Signal,10,Yes
21324,302,2023-12-21 00:00:00,Slow Internet,39,Yes
21325,4,2023-01-16 00:00:00,No Signal,28,No
21326,2,2022-10-10 00:00:00,Slow Internet,42,Yes
21327,133,2024-04-23 00:00:00,Slow Internet,62,Yes
21328,302,2023-11-17 00:00:00,No Signal,52,No
21329,79,2023-10-01 00:00:00,Slow Internet,22,Yes
21330,147,2022-06-05 00:00:00,Call Drop,57,Yes
21331,166,2022-06-29 00:00:00,Call Drop,11,Yes
21332,315,2024-06-08 00:00:00,Slow Internet,14,No
21333,463,2022-03-28 00:00:00,Call Drop,31,Yes
21334,238,2023-02-10 00:00:00,Call Drop,4,Yes
21335,328,2024-04-15 00:00:00,Call Drop,22,Yes
21336,276,2023-05-11 00:00:00,Call Drop,64,Yes
21337,204,2022-09-24 00:00:00,No Signal,61,Yes
21338,452,2023-08-17 00:00:00,No Signal,6,No
21339,53,2022-03-05 00:00:00,No Signal,68,Yes
21340,486,2022-04-29 00:00:00,Call Drop,6,No
21341,107,2022-12-07 00:00:00,Call Drop,66,Yes
21342,55,2022-11-09 00:00:00,No Signal,36,Yes
21343,246,2022-06-12 00:00:00,Call Drop,15,Yes
21344,423,2023-05-20 00:00:00,No Signal,40,Yes
21345,377,2022-10-20 00:00:00,No Signal,41,No
21346,164,2023-11-21 00:00:00,No Signal,7,No
21347,442,2023-01-12 00:00:00,Call Drop,22,Yes
21348,15,2023-06-26 00:00:00,No Signal,11,Yes
21349,1,2023-02-05 00:00:00,Slow Internet,2,Yes
21350,351,2023-11-04 00:00:00,No Signal,30,Yes
21351,137,2023-02-04 00:00:00,No Signal,68,Yes
21352,151,2023-02-03 00:00:00,Slow Internet,53,Yes
21353,180,2023-05-02 00:00:00,Call Drop,21,Yes
21354,410,2023-05-30 00:00:00,No Signal,25,Yes
21355,232,2022-01-24 00:00:00,Slow Internet,5,Yes
21356,492,2022-02-28 00:00:00,Call Drop,66,Yes
21357,487,2024-01-19 00:00:00,Slow Internet,49,Yes
21358,188,2022-08-28 00:00:00,No Signal,8,Yes
21359,18,2022-11-07 00:00:00,Slow Internet,27,Yes
21360,225,2022-11-17 00:00:00,Call Drop,2,Yes
21361,105,2023-11-03 00:00:00,No Signal,28,Yes
21362,487,2023-04-26 00:00:00,Slow Internet,11,Yes
21363,206,2023-07-26 00:00:00,Call Drop,46,Yes
21364,186,2024-01-22 00:00:00,Call Drop,21,Yes
21365,65,2023-02-18 00:00:00,No Signal,42,Yes
21366,333,2022-11-18 00:00:00,No Signal,32,Yes
21367,372,2023-02-06 00:00:00,No Signal,32,Yes
21368,207,2022-02-28 00:00:00,No Signal,71,Yes
21369,229,2022-02-22 00:00:00,Slow Internet,22,Yes
21370,69,2022-03-05 00:00:00,Call Drop,21,Yes
21371,142,2023-09-25 00:00:00,No Signal,22,Yes
21372,206,2022-04-29 00:00:00,No Signal,34,Yes
21373,174,2022-10-13 00:00:00,No Signal,10,Yes
21374,197,2022-01-18 00:00:00,Slow Internet,65,Yes
21375,331,2022-01-05 00:00:00,Call Drop,65,Yes
21376,416,2024-04-16 00:00:00,Call Drop,67,Yes
21377,307,2023-01-27 00:00:00,No Signal,43,Yes
21378,197,2022-06-09 00:00:00,Call Drop,41,Yes
21379,228,2024-06-06 00:00:00,Slow Internet,13,Yes
21380,271,2022-05-22 00:00:00,Call Drop,4,Yes
21381,437,2023-02-01 00:00:00,No Signal,23,Yes
21382,199,2022-01-18 00:00:00,Call Drop,70,Yes
21383,325,2023-08-03 00:00:00,Slow Internet,34,Yes
21384,478,2022-04-24 00:00:00,Slow Internet,41,Yes
21385,15,2023-06-18 00:00:00,Call Drop,18,No
21386,286,2023-06-16 00:00:00,Call Drop,33,No
21387,334,2024-02-14 00:00:00,No Signal,25,Yes
21388,408,2023-04-06 00:00:00,No Signal,52,Yes
21389,216,2023-09-02 00:00:00,No Signal,17,Yes
21390,35,2023-09-09 00:00:00,Call Drop,51,Yes
21391,69,2022-10-13 00:00:00,Slow Internet,3,Yes
21392,396,2022-01-05 00:00:00,Slow Internet,55,Yes
21393,212,2022-05-09 00:00:00,Call Drop,56,Yes
21394,46,2023-11-02 00:00:00,Slow Internet,35,Yes
21395,382,2024-02-02 00:00:00,Slow Internet,68,Yes
21396,453,2023-05-14 00:00:00,Call Drop,59,Yes
21397,248,2022-10-03 00:00:00,Slow Internet,59,Yes
21398,420,2022-03-24 00:00:00,Call Drop,13,Yes
21399,85,2024-04-11 00:00:00,No Signal,62,Yes
21400,48,2022-04-28 00:00:00,Slow Internet,47,Yes
21401,231,2022-01-29 00:00:00,Call Drop,3,No
21402,67,2022-12-24 00:00:00,Slow Internet,21,Yes
21403,477,2023-10-12 00:00:00,Slow Internet,65,Yes
21404,438,2022-06-06 00:00:00,No Signal,18,Yes
21405,89,2022-01-31 00:00:00,Call Drop,13,Yes
